title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,genres,awards
"['Eye of the Needle', 'The Hamlet', 'London', ""The Pilot's Wife"", 'Goodbye to All That', 'Homo Faber', 'To Say Nothing of the Dog', 'Ceremony', ""Anne's House of Dreams"", ""Man's Fate"", 'The Rules of Attraction']","['Ken Follett (Goodreads Author)', 'William Faulkner', 'Edward Rutherfurd (Goodreads Author)', 'Anita Shreve', 'Robert Graves', 'Max Frisch, ', 'Connie Willis', 'Leslie Marmon Silko', 'L.M. Montgomery', 'André Malraux, ', 'Bret Easton Ellis']","['3,062reviews', '282reviews', '1,674reviews', '4,544reviews', '680reviews', '566reviews', '3,994reviews', '1,471reviews', '2,598reviews', '270reviews', '1,413reviews']","[['134,255'], ['4,792'], ['27,684'], ['92,812'], ['13,075'], ['18,927'], ['34,995'], ['18,583'], ['88,740'], ['4,611'], ['41,738']]","['4.19', '3.86', '4.06', '3.54', '3.92', '3.74', '4.12', '3.80', '4.14', '3.76', '3.69']","['339', '409', '1152', '304', '281', '228', '512', '262', '227', '368', '283']","['1978', '1940', '1997', '1998', '1929', '1957', '1998', '1977', '1917', '1933', '1987']","[['Fiction', 'Thriller', 'Historical'], ['Fiction', 'Classics', 'Literature'], ['Historical', 'Historical Fiction', 'Fiction'], ['Fiction', 'Womens Fiction', 'Chick Lit'], ['Nonfiction', 'History', 'Biography'], ['Classics', 'Fiction', 'European Literature'], ['Science Fiction', 'Science Fiction', 'Time Travel'], ['Fiction', 'Classics', 'Historical'], ['Classics', 'Fiction', 'Young Adult'], ['Fiction', 'Cultural', 'France'], ['Fiction', 'Contemporary', 'Novels']]","['Edgar Award for Best Novel (1979)', nan, nan, nan, nan, nan, ""Hugo Award for Best Novel (1999), Nebula Award Nominee for Best Novel (1998), Locus Award for Best Science Fiction Novel (1999), Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2002), Grand Prix de l'Imaginaire Nominee for Roman étranger (2001)...moreALA Alex Award (1998), Prix Bob Morane for roman traduit (2001)...less "", 'American Book Award (1980)', nan, 'Prix Goncourt (1933)', nan]"
